Time on 05 Jun 2021,S4_Humidity,S4_Temperature,S6_Humidity,S6_Temperature,S12_Humidity,S12_Temperature,S18_Humidity,S18_Temperature,S19_Humidity,S19_Temperature,S24_Humidity,S24_Temperature,S25_Humidity,S25_Temperature,S26_Humidity,S26_Temperature,
18:25:28,52.2,70.3
18:25:33,54.3,70.3
18:25:39,53.5,70.3
18:25:44,53.1,70.3
18:25:50,53.0,70.3
18:25:55,52.8,70.3
18:26:01,52.7,70.3
18:26:06,-1.0,51.1
18:26:14,52.6,70.3
18:26:20,52.6,70.3
18:26:25,52.6,70.3
18:26:31,52.6,70.3
18:26:37,52.6,70.3
18:26:45,52.6,70.5
18:26:50,52.5,70.5
18:26:56,52.5,70.5
18:27:01,52.5,70.5
18:27:07,52.5,70.5
18:27:12,52.5,70.5
18:27:20,52.5,70.5
18:27:26,52.5,70.7
18:27:31,52.5,70.5
18:27:37,52.4,70.5
18:27:42,52.4,70.7
18:27:48,52.4,70.7
18:27:54,52.4,70.7
18:27:59,52.3,70.7
18:28:07,52.3,70.7
18:28:18,52.3,70.7
18:28:23,52.3,70.7
18:28:29,52.3,70.7
18:28:37,52.3,70.9
18:28:47,52.3,70.7
18:28:53,52.2,70.9
18:28:58,52.2,70.9
18:29:07,52.2,70.9
18:29:12,52.2,70.9
18:29:18,52.1,70.9
18:29:23,52.1,70.9
18:29:29,52.1,70.9
18:29:34,52.1,70.9
18:29:40,52.1,70.9
18:29:45,52.1,71.1
18:29:51,52.0,70.9
18:29:59,52.0,70.9
18:30:04,52.0,70.9
18:30:12,52.0,70.9
18:30:18,51.9,71.1
18:30:24,52.0,71.1
18:30:32,51.9,71.1
18:30:40,51.9,71.1
18:30:45,51.9,71.1
18:30:53,51.9,71.1
18:30:59,51.9,71.1
18:31:04,51.9,71.1
18:31:10,51.9,71.1
18:31:18,51.8,71.1
18:31:23,51.8,71.1
18:31:29,51.8,71.1
18:31:37,51.8,71.1
18:31:45,51.8,71.1
18:31:53,51.8,71.1
18:31:59,51.8,71.1
18:32:04,51.8,71.1
18:32:10,-1.0,51.4
18:32:15,51.8,71.1
18:32:23,51.8,71.1
18:32:29,51.8,71.1
18:32:34,51.7,71.2
18:32:42,51.7,71.1
18:32:48,51.8,71.1
18:32:54,51.8,71.1
18:32:59,51.8,71.1
18:33:05,51.9,71.1
18:33:13,51.8,71.1
18:33:23,51.8,71.2
18:33:29,51.8,71.2
18:33:37,51.8,71.2
18:33:42,51.8,71.2
18:33:48,51.8,71.2
18:33:53,51.7,71.2
18:33:59,51.7,71.2
18:34:10,-1.0,12.4
18:34:15,51.7,71.2
18:34:21,51.6,71.2
18:34:29,51.6,71.2
18:34:34,51.7,71.2
18:34:40,51.8,71.2
18:34:48,51.8,71.2
18:34:53,51.8,71.2
18:34:59,51.8,71.2
18:35:07,51.8,71.2
18:35:12,51.7,71.2
18:35:20,51.6,71.2
18:35:26,51.6,71.2
18:35:32,51.6,71.2
18:35:37,51.6,71.2
18:35:43,51.6,71.2
18:35:48,51.6,71.2
18:35:54,51.6,71.1
18:35:59,51.6,71.2
18:36:05,51.6,71.2
18:36:10,51.6,71.2
18:36:18,51.6,71.2
18:36:24,51.6,71.2
18:36:29,51.7,71.2
18:36:35,51.7,71.2
18:36:40,51.7,71.2
18:36:46,51.7,71.2
18:36:57,51.7,71.2
18:37:02,51.6,71.2
18:37:08,51.6,71.2
18:37:13,51.6,71.2
18:37:26,51.6,71.2
18:37:32,51.6,71.2
18:37:37,51.6,71.2
18:37:43,51.6,71.2
18:37:48,51.6,71.2
18:37:54,51.6,71.2
